E 0109261027F
58.660 65.733 71.078 75.915 79.782 82.238 83.500 84.328 84.675 85.008
85.553 85.939 86.239 86.424 86.646 86.810 86.842 86.977 87.016 87.070
87.088 86.987 86.903 87.022 87.152 87.195 87.202 87.195 87.203 87.304
87.433 87.488 87.588 87.652 87.750 87.828 87.792 87.817 87.810 87.783
